Invoice_ID,Date,Region,Category,Spend_Baseline_USD,Actual_Spend_USD,Savings_Achieved_USD,Savings_Percentage,Status
INV-10482,2025-03-31,Americas,Logistics,21511.47,19187.5,2323.97,10.8,Completed
INV-10505,2025-03-31,Asia,Raw Materials,404146.31,384334.72,19811.59,4.9,Completed
INV-10545,2025-04-01,EMENA,Marketing,7292.24,6793.3,498.94,6.84,In Progress
INV-10566,2025-04-01,Asia,Software Licenses,15799.88,14482.4,1317.48,8.34,Completed
INV-10611,2025-04-01,Americas,Office Supplies,3133.04,2693.89,439.15,14.02,Completed
INV-11496,2025-04-01,Asia,Software Licenses,13303.72,13001.24,302.48,2.27,Pending
INV-10364,2025-04-02,EMENA,Raw Materials,415920.75,371157.58,44763.17,10.76,Completed
INV-10466,2025-04-02,EMENA,Raw Materials,217763.68,199195.99,18567.69,8.53,Completed
INV-10666,2025-04-02,Asia,Marketing,17438.27,15923.97,1514.3,8.68,Completed
INV-10711,2025-04-02,Americas,Marketing,61159.11,57216.85,3942.26,6.45,Completed
INV-10773,2025-04-02,EMENA,Raw Materials,346500.96,337598.99,8901.97,2.57,Pending
INV-10936,2025-04-02,Americas,IT Hardware,27127.48,23310.2,3817.28,14.07,Completed
INV-10994,2025-04-02,EMENA,Software Licenses,17946.16,16519.02,1427.14,7.95,Completed
INV-11288,2025-04-02,Americas,Professional Services,82405.4,77361.15,5044.25,6.12,Completed
INV-10149,2025-04-03,Americas,Software Licenses,5639.75,5224.85,414.9,7.36,Completed
INV-10332,2025-04-03,EMENA,IT Hardware,49376.18,45358.48,4017.7,8.14,Completed
INV-10755,2025-04-03,EMENA,IT Hardware,16992.66,15785.93,1206.73,7.1,Completed
INV-11414,2025-04-03,Asia,Logistics,12401.54,10951.84,1449.7,11.69,Completed
INV-11418,2025-04-03,EMENA,Office Supplies,3888.45,3322.53,565.92,14.55,Pending
INV-10101,2025-04-04,Asia,Marketing,33424.2,32631.01,793.19,2.37,Completed
INV-10588,2025-04-04,Asia,Professional Services,89062.8,86205.34,2857.46,3.21,Completed
INV-11149,2025-04-04,Asia,IT Hardware,10127.1,9053.57,1073.53,10.6,Pending
INV-11368,2025-04-04,Americas,Raw Materials,416466.7,398086.8,18379.9,4.41,Pending
INV-10345,2025-04-05,Asia,Professional Services,72667.76,67357.66,5310.1,7.31,Completed
INV-10735,2025-04-05,Americas,Marketing,49018.98,41885.82,7133.16,14.55,Pending
INV-10826,2025-04-05,EMENA,Raw Materials,430762.21,395896.64,34865.57,8.09,Pending
INV-10932,2025-04-05,Asia,Raw Materials,411440.03,393328.47,18111.56,4.4,Completed
INV-10983,2025-04-05,EMENA,Logistics,19622.9,18876.82,746.08,3.8,Completed
INV-10317,2025-04-06,EMENA,Professional Services,24624.48,22662.92,1961.56,7.97,Completed
INV-10413,2025-04-06,Asia,Logistics,17893.09,17214.53,678.56,3.79,Completed
INV-10522,2025-04-06,Asia,Raw Materials,224387.2,209076.66,15310.54,6.82,Completed
INV-10767,2025-04-06,Americas,Raw Materials,182621.57,162420.9,20200.67,11.06,Completed
INV-11453,2025-04-06,Americas,Professional Services,41850.35,40985.3,865.05,2.07,Completed
INV-10337,2025-04-07,Americas,Office Supplies,1533.49,1410.99,122.5,7.99,In Progress
INV-11032,2025-04-07,Americas,Software Licenses,2945.94,2827.83,118.11,4.01,Completed
INV-11361,2025-04-07,Americas,Logistics,28830.65,24602.95,4227.7,14.66,Pending
INV-11378,2025-04-07,Asia,Marketing,54415.71,49965.81,4449.9,8.18,Completed
INV-11391,2025-04-07,EMENA,Professional Services,17891.23,17326.08,565.15,3.16,Completed
INV-11495,2025-04-07,EMENA,Logistics,8897.51,8505.54,391.97,4.41,Completed
INV-10030,2025-04-08,Asia,Raw Materials,262701.96,230652.18,32049.78,12.2,Completed
INV-10771,2025-04-08,Americas,Marketing,9750.63,8329.66,1420.97,14.57,Completed
INV-11114,2025-04-08,Americas,Office Supplies,3531.25,3406.22,125.03,3.54,In Progress
INV-11476,2025-04-08,EMENA,IT Hardware,31395.27,27044.42,4350.85,13.86,Completed
INV-11481,2025-04-08,Americas,IT Hardware,48011.13,46671.47,1339.66,2.79,Completed
INV-10302,2025-04-09,Asia,Marketing,53248.18,47383.92,5864.26,11.01,In Progress
INV-10779,2025-04-09,Asia,IT Hardware,9555.13,9077.06,478.07,5.0,Completed
INV-10929,2025-04-09,EMENA,Marketing,38445.67,36580.13,1865.54,4.85,Completed
INV-11043,2025-04-09,Asia,IT Hardware,9459.76,9830.11,-370.35,-3.92,In Progress
INV-11245,2025-04-09,Asia,Office Supplies,1525.84,1391.57,134.27,8.8,Pending
INV-11011,2025-04-11,EMENA,Raw Materials,286895.23,252018.28,34876.95,12.16,Completed
INV-11038,2025-04-11,EMENA,IT Hardware,5846.29,5361.32,484.97,8.3,Completed
INV-11352,2025-04-11,Asia,Raw Materials,266379.95,249512.65,16867.3,6.33,Completed
INV-10391,2025-04-13,Americas,Office Supplies,4036.4,3764.14,272.26,6.75,Completed
INV-10620,2025-04-13,Asia,IT Hardware,6137.25,5898.56,238.69,3.89,Completed
INV-10803,2025-04-13,Americas,Raw Materials,115618.31,112631.42,2986.89,2.58,Completed
INV-11078,2025-04-13,Americas,Raw Materials,411857.02,380441.24,31415.78,7.63,Completed
INV-10529,2025-04-14,EMENA,Software Licenses,1810.84,1756.17,54.67,3.02,In Progress
INV-10843,2025-04-14,Americas,Professional Services,66380.76,64038.71,2342.05,3.53,Completed
INV-10944,2025-04-14,Americas,IT Hardware,42853.17,37759.69,5093.48,11.89,Completed
INV-11309,2025-04-14,Americas,Raw Materials,141337.78,125341.12,15996.66,11.32,Completed
INV-10692,2025-04-15,Asia,Professional Services,65069.26,55378.25,9691.01,14.89,Completed
INV-10806,2025-04-15,Americas,Logistics,2864.43,2729.31,135.12,4.72,Completed
INV-11427,2025-04-15,EMENA,Professional Services,70887.31,60805.3,10082.01,14.22,Completed
INV-10960,2025-04-16,Americas,Marketing,65555.89,57660.79,7895.1,12.04,Completed
INV-11040,2025-04-16,Asia,IT Hardware,38954.76,34213.65,4741.11,12.17,Completed
INV-11115,2025-04-16,Americas,Professional Services,77179.87,71802.78,5377.09,6.97,Completed
INV-11483,2025-04-16,Asia,Logistics,23374.95,21721.59,1653.36,7.07,Completed
INV-10174,2025-04-17,EMENA,Office Supplies,3040.6,2952.67,87.93,2.89,Completed
INV-11169,2025-04-17,Americas,Office Supplies,2625.46,2241.56,383.9,14.62,Completed
INV-11284,2025-04-17,Asia,Logistics,26248.01,23025.25,3222.76,12.28,Completed
INV-10048,2025-04-18,EMENA,IT Hardware,38408.75,36864.4,1544.35,4.02,Completed
INV-11275,2025-04-18,Asia,Software Licenses,8199.53,7196.2,1003.33,12.24,Completed
INV-11471,2025-04-19,EMENA,Software Licenses,1776.89,1729.31,47.58,2.68,Completed
INV-10224,2025-04-20,EMENA,Marketing,55284.2,57194.64,-1910.44,-3.46,Completed
INV-10633,2025-04-20,Americas,Raw Materials,291666.18,282346.59,9319.59,3.2,Completed
INV-10784,2025-04-20,Americas,Office Supplies,3766.4,3393.17,373.23,9.91,Completed
INV-11044,2025-04-20,EMENA,Office Supplies,2917.07,2489.53,427.54,14.66,In Progress
INV-10284,2025-04-21,EMENA,IT Hardware,47535.48,43461.32,4074.16,8.57,Completed
INV-10091,2025-04-22,EMENA,Software Licenses,3398.2,3034.49,363.71,10.7,Completed
INV-10930,2025-04-22,Asia,IT Hardware,7559.69,6824.6,735.09,9.72,In Progress
INV-10970,2025-04-23,EMENA,Software Licenses,15017.21,13018.64,1998.57,13.31,Completed
INV-11166,2025-04-23,Americas,Marketing,19415.1,18158.94,1256.16,6.47,Completed
INV-10234,2025-04-24,Americas,Raw Materials,116306.9,107366.22,8940.68,7.69,Pending
INV-10323,2025-04-24,Asia,IT Hardware,33742.01,28941.11,4800.9,14.23,Completed
INV-10697,2025-04-24,EMENA,Logistics,37182.75,34334.59,2848.16,7.66,Completed
INV-10717,2025-04-24,Americas,Software Licenses,19703.5,16963.12,2740.38,13.91,Completed
INV-11036,2025-04-24,Americas,Software Licenses,14488.0,14144.07,343.93,2.37,Completed
INV-11239,2025-04-24,EMENA,IT Hardware,25821.16,22161.99,3659.17,14.17,Completed
INV-11432,2025-04-24,EMENA,Office Supplies,4091.44,3864.06,227.38,5.56,Completed
INV-10561,2025-04-25,EMENA,Marketing,72469.34,64854.52,7614.82,10.51,Completed
INV-11110,2025-04-25,EMENA,Logistics,35302.82,30260.93,5041.89,14.28,Completed
INV-11388,2025-04-25,Asia,Marketing,41896.91,36725.98,5170.93,12.34,In Progress
INV-10162,2025-04-26,Americas,Office Supplies,1018.26,870.43,147.83,14.52,Pending
INV-10109,2025-04-27,Asia,Raw Materials,177349.42,171484.76,5864.66,3.31,Completed
INV-10574,2025-04-27,EMENA,Software Licenses,19013.6,16363.74,2649.86,13.94,Completed
INV-10643,2025-04-27,EMENA,Software Licenses,16090.08,14600.93,1489.15,9.26,In Progress
INV-10733,2025-04-27,Asia,Logistics,34258.23,33255.33,1002.9,2.93,Completed
INV-10817,2025-04-27,Americas,Raw Materials,482272.56,434229.39,48043.17,9.96,Completed
INV-11000,2025-04-27,Asia,Software Licenses,18067.36,16986.13,1081.23,5.98,Completed
INV-10686,2025-04-28,Asia,Logistics,16074.34,15662.08,412.26,2.56,In Progress
INV-10975,2025-04-28,Asia,Raw Materials,457510.15,413975.41,43534.74,9.52,Completed
INV-11269,2025-04-28,EMENA,Logistics,10337.42,10125.7,211.72,2.05,Completed
INV-10165,2025-04-30,Asia,Logistics,33251.86,28522.18,4729.68,14.22,Completed
INV-10477,2025-04-30,Americas,Marketing,67392.49,63186.34,4206.15,6.24,Completed
INV-10499,2025-04-30,Americas,Raw Materials,189073.88,173237.67,15836.21,8.38,Completed
INV-10922,2025-04-30,Americas,Professional Services,52863.96,45290.0,7573.96,14.33,Completed
INV-11337,2025-04-30,Asia,Marketing,22431.91,20270.13,2161.78,9.64,Completed
INV-11390,2025-04-30,Asia,Marketing,63881.14,54579.26,9301.88,14.56,Completed
INV-10208,2025-05-01,Americas,Professional Services,75464.12,65920.68,9543.44,12.65,Completed
INV-10320,2025-05-01,EMENA,Logistics,14296.86,13549.9,746.96,5.22,Completed
INV-10599,2025-05-01,EMENA,Raw Materials,150217.94,134650.67,15567.27,10.36,Completed
INV-10814,2025-05-01,EMENA,IT Hardware,20605.1,19250.34,1354.76,6.57,In Progress
INV-10228,2025-05-02,EMENA,Marketing,37825.51,35048.68,2776.83,7.34,In Progress
INV-10508,2025-05-02,Asia,IT Hardware,47150.95,45345.84,1805.11,3.83,Completed
INV-10868,2025-05-02,Americas,Marketing,7372.12,6828.04,544.08,7.38,Completed
INV-10229,2025-05-03,Asia,Professional Services,77715.2,68242.18,9473.02,12.19,Completed
INV-10748,2025-05-03,Americas,Office Supplies,2202.61,2083.26,119.35,5.42,Completed
INV-10888,2025-05-03,EMENA,Office Supplies,1859.53,1710.9,148.63,7.99,Completed
INV-10280,2025-05-04,Americas,Software Licenses,15452.63,14109.06,1343.57,8.69,Completed
INV-10390,2025-05-05,Americas,Marketing,57121.83,52333.25,4788.58,8.38,Completed
INV-10804,2025-05-05,EMENA,Office Supplies,3778.19,3660.48,117.71,3.12,In Progress
INV-10010,2025-05-06,Asia,Marketing,10355.19,9293.29,1061.9,10.25,Completed
INV-10489,2025-05-06,EMENA,Professional Services,35186.91,35856.91,-670.0,-1.9,Completed
INV-10325,2025-05-07,Americas,Office Supplies,2918.83,2608.46,310.37,10.63,Completed
INV-10829,2025-05-07,Americas,Office Supplies,3276.77,2918.22,358.55,10.94,Completed
INV-11132,2025-05-07,EMENA,Raw Materials,395081.43,377905.68,17175.75,4.35,Completed
INV-11470,2025-05-07,EMENA,Professional Services,42721.85,36630.15,6091.7,14.26,Completed
INV-10033,2025-05-08,EMENA,Raw Materials,251876.1,233024.53,18851.57,7.48,Pending
INV-10613,2025-05-08,Asia,Logistics,17909.26,16133.21,1776.05,9.92,Completed
INV-10710,2025-05-08,Americas,Logistics,38306.94,38628.38,-321.44,-0.84,Completed
INV-11377,2025-05-08,EMENA,Office Supplies,2887.83,2473.03,414.8,14.36,Completed
INV-11487,2025-05-08,Americas,Software Licenses,6138.26,5384.6,753.66,12.28,In Progress
INV-10654,2025-05-09,Asia,Logistics,26497.63,25715.72,781.91,2.95,Completed
INV-10726,2025-05-09,Asia,Raw Materials,290292.16,272571.41,17720.75,6.1,Completed
INV-10938,2025-05-09,Asia,Professional Services,19295.84,18727.01,568.83,2.95,Completed
INV-10966,2025-05-09,Asia,IT Hardware,7431.24,6930.78,500.46,6.73,Completed
INV-10244,2025-05-10,Americas,Office Supplies,2615.61,2347.15,268.46,10.26,Completed
INV-11138,2025-05-11,Asia,IT Hardware,29622.03,26710.25,2911.78,9.83,Completed
INV-11359,2025-05-11,Asia,Software Licenses,5965.28,5492.76,472.52,7.92,Completed
INV-10238,2025-05-12,Asia,Logistics,19046.86,18652.92,393.94,2.07,Completed
INV-10584,2025-05-12,EMENA,Office Supplies,2802.67,2482.99,319.68,11.41,Completed
INV-10706,2025-05-12,EMENA,Raw Materials,182413.32,156307.78,26105.54,14.31,Pending
INV-10789,2025-05-12,EMENA,Software Licenses,6034.78,5216.15,818.63,13.57,Pending
INV-10546,2025-05-13,Americas,Raw Materials,298100.17,278797.48,19302.69,6.48,Completed
INV-11221,2025-05-13,Americas,Logistics,5752.28,5530.7,221.58,3.85,Completed
INV-10476,2025-05-14,Asia,IT Hardware,24574.23,21002.41,3571.82,14.53,Pending
INV-11112,2025-05-14,Asia,Office Supplies,1259.4,1168.55,90.85,7.21,Completed
INV-11171,2025-05-14,Americas,Logistics,13538.77,14203.44,-664.67,-4.91,Completed
INV-11125,2025-05-15,Americas,Marketing,32044.42,29611.89,2432.53,7.59,Completed
INV-10061,2025-05-16,EMENA,IT Hardware,44466.73,42067.4,2399.33,5.4,Completed
INV-10119,2025-05-16,Asia,Professional Services,73268.88,67478.87,5790.01,7.9,Completed
INV-10713,2025-05-16,EMENA,Logistics,30010.27,28493.79,1516.48,5.05,Completed
INV-10018,2025-05-17,EMENA,Marketing,59054.14,52639.54,6414.6,10.86,Completed
INV-10252,2025-05-17,EMENA,Logistics,28298.6,26381.23,1917.37,6.78,Pending
INV-10099,2025-05-18,Asia,Office Supplies,2675.74,2470.71,205.03,7.66,Completed
INV-10384,2025-05-18,EMENA,Raw Materials,284497.04,253460.95,31036.09,10.91,Completed
INV-10459,2025-05-18,Asia,Professional Services,25026.67,24113.17,913.5,3.65,Completed
INV-11224,2025-05-18,Americas,IT Hardware,23337.22,22161.34,1175.88,5.04,Completed
INV-11364,2025-05-18,EMENA,Marketing,47945.88,42015.96,5929.92,12.37,Completed
INV-10972,2025-05-19,Americas,Professional Services,22276.42,19746.34,2530.08,11.36,Completed
INV-10079,2025-05-20,Asia,Software Licenses,6217.35,6030.38,186.97,3.01,Completed
INV-10084,2025-05-20,Asia,Raw Materials,409940.68,353895.45,56045.23,13.67,Completed
INV-10956,2025-05-21,EMENA,Office Supplies,705.14,675.14,30.0,4.25,Completed
INV-10136,2025-05-22,EMENA,Raw Materials,278708.4,241274.4,37434.0,13.43,Completed
INV-10175,2025-05-22,EMENA,Professional Services,79693.17,69928.87,9764.3,12.25,Pending
INV-10446,2025-05-22,Americas,Professional Services,96692.38,90805.22,5887.16,6.09,Completed
INV-10933,2025-05-22,Americas,Marketing,75213.65,67463.53,7750.12,10.3,Completed
INV-10964,2025-05-22,Asia,Raw Materials,148674.26,130812.08,17862.18,12.01,Completed
INV-10260,2025-05-23,EMENA,Raw Materials,111962.8,104382.53,7580.27,6.77,Completed
INV-11095,2025-05-23,Asia,IT Hardware,19242.05,17797.13,1444.92,7.51,Pending
INV-11321,2025-05-23,Asia,Software Licenses,14558.05,13438.48,1119.57,7.69,Pending
INV-11241,2025-05-24,Asia,Software Licenses,5450.9,4991.96,458.94,8.42,Completed
INV-11386,2025-05-24,EMENA,Software Licenses,18651.07,17486.4,1164.67,6.24,Completed
INV-11464,2025-05-24,Americas,Software Licenses,12734.65,11272.68,1461.97,11.48,Completed
INV-11490,2025-05-24,EMENA,Marketing,66194.16,57780.15,8414.01,12.71,Completed
INV-10137,2025-05-25,Americas,Professional Services,94082.36,85990.72,8091.64,8.6,Completed
INV-10467,2025-05-25,Asia,IT Hardware,47933.57,46545.39,1388.18,2.9,Completed
INV-10859,2025-05-25,Asia,Office Supplies,3368.77,3296.45,72.32,2.15,Completed
INV-11014,2025-05-26,EMENA,Marketing,69035.31,64337.33,4697.98,6.81,Completed
INV-11066,2025-05-26,Americas,Raw Materials,486891.84,438104.23,48787.61,10.02,Completed
INV-11130,2025-05-26,Asia,Office Supplies,1166.24,1089.91,76.33,6.54,Completed
INV-10311,2025-05-27,Americas,Logistics,26720.47,23560.28,3160.19,11.83,Completed
INV-10151,2025-05-28,Americas,Marketing,24048.3,24283.21,-234.91,-0.98,Completed
INV-10902,2025-05-28,Asia,Logistics,34046.45,31770.87,2275.58,6.68,In Progress
INV-11311,2025-05-28,Asia,Logistics,19487.77,17638.43,1849.34,9.49,Completed
INV-10200,2025-05-29,EMENA,Professional Services,95079.17,83692.92,11386.25,11.98,Completed
INV-11007,2025-05-29,Asia,Raw Materials,199076.29,176837.74,22238.55,11.17,In Progress
INV-11049,2025-05-29,Americas,Marketing,78213.43,72135.13,6078.3,7.77,In Progress
INV-10110,2025-05-30,Americas,IT Hardware,36860.83,38603.38,-1742.55,-4.73,Completed
INV-10134,2025-05-30,Americas,IT Hardware,34146.94,32780.51,1366.43,4.0,Completed
INV-10468,2025-05-30,Americas,Professional Services,17774.7,16363.8,1410.9,7.94,Completed
INV-10520,2025-05-30,Asia,Logistics,9587.64,9363.81,223.83,2.33,In Progress
INV-10148,2025-05-31,Americas,Software Licenses,14186.02,14330.62,-144.6,-1.02,Completed
INV-10562,2025-05-31,Americas,Logistics,31947.44,29932.48,2014.96,6.31,Completed
INV-10627,2025-05-31,Asia,Marketing,50254.02,44178.36,6075.66,12.09,Completed
INV-11450,2025-05-31,Asia,Office Supplies,3948.86,3809.38,139.48,3.53,Completed
INV-11489,2025-05-31,Asia,Raw Materials,168817.18,162508.57,6308.61,3.74,Completed
INV-10154,2025-06-01,EMENA,Logistics,23733.06,21484.93,2248.13,9.47,Completed
INV-10159,2025-06-01,Americas,IT Hardware,31080.82,27500.1,3580.72,11.52,Completed
INV-10556,2025-06-01,Americas,Marketing,28968.93,29696.96,-728.03,-2.51,Completed
INV-11485,2025-06-01,Asia,Marketing,59043.44,55875.85,3167.59,5.36,Completed
INV-10020,2025-06-02,Asia,Office Supplies,1303.93,1123.15,180.78,13.86,Pending
INV-10115,2025-06-02,Asia,Software Licenses,15738.18,14645.18,1093.0,6.94,Pending
INV-11100,2025-06-02,Americas,Professional Services,37079.93,31824.89,5255.04,14.17,Completed
INV-10264,2025-06-03,Americas,Marketing,31056.9,30173.58,883.32,2.84,Pending
INV-10526,2025-06-03,Asia,Office Supplies,4713.63,4268.41,445.22,9.45,Completed
INV-10896,2025-06-03,Asia,Raw Materials,251221.9,239480.79,11741.11,4.67,Completed
INV-11350,2025-06-03,Americas,IT Hardware,39286.82,36318.24,2968.58,7.56,Completed
INV-10551,2025-06-04,Americas,Logistics,34360.27,31622.8,2737.47,7.97,Completed
INV-10646,2025-06-04,EMENA,Professional Services,93524.3,90363.4,3160.9,3.38,Completed
INV-10786,2025-06-04,EMENA,Professional Services,63618.65,58065.43,5553.22,8.73,Completed
INV-10913,2025-06-05,Americas,Professional Services,25075.73,22308.46,2767.27,11.04,Completed
INV-11017,2025-06-05,Americas,Software Licenses,16874.72,15225.53,1649.19,9.77,Completed
INV-11154,2025-06-05,Americas,Office Supplies,3459.73,3055.8,403.93,11.68,Completed
INV-10438,2025-06-06,Americas,Marketing,72785.02,69763.11,3021.91,4.15,Completed
INV-11433,2025-06-06,EMENA,Office Supplies,4665.36,4465.47,199.89,4.28,Completed
INV-11468,2025-06-06,Asia,Software Licenses,2727.77,2655.15,72.62,2.66,Completed
INV-10121,2025-06-07,EMENA,Professional Services,84396.8,81925.38,2471.42,2.93,Completed
INV-10693,2025-06-07,Asia,Logistics,8791.34,7976.54,814.8,9.27,Completed
INV-10892,2025-06-07,Asia,Logistics,14364.37,13894.73,469.64,3.27,In Progress
INV-11208,2025-06-08,Asia,Professional Services,16080.81,15665.78,415.03,2.58,Completed
INV-10189,2025-06-09,Americas,Office Supplies,4621.3,4497.97,123.33,2.67,Completed
INV-11262,2025-06-09,Americas,Software Licenses,5619.9,4925.21,694.69,12.36,Completed
INV-10042,2025-06-10,Asia,Raw Materials,192366.43,181997.97,10368.46,5.39,Completed
INV-10600,2025-06-11,Americas,Office Supplies,3078.66,2981.86,96.8,3.14,Completed
INV-10657,2025-06-11,Americas,Marketing,48812.74,44247.69,4565.05,9.35,In Progress
INV-11249,2025-06-11,Asia,Software Licenses,1892.33,1628.56,263.77,13.94,Completed
INV-11331,2025-06-11,EMENA,IT Hardware,21045.93,20149.99,895.94,4.26,Completed
INV-11374,2025-06-11,Americas,Raw Materials,243254.13,226663.7,16590.43,6.82,Pending
INV-11429,2025-06-11,Asia,Office Supplies,2801.42,2685.65,115.77,4.13,In Progress
INV-10145,2025-06-12,EMENA,Office Supplies,1978.55,1765.53,213.02,10.77,Completed
INV-10268,2025-06-12,Asia,Logistics,31228.25,27261.2,3967.05,12.7,Completed
INV-10450,2025-06-12,Asia,Raw Materials,81955.4,84573.47,-2618.07,-3.19,Completed
INV-10875,2025-06-13,Asia,Software Licenses,7096.73,6777.16,319.57,4.5,Completed
INV-10539,2025-06-14,EMENA,Software Licenses,6709.13,5926.28,782.85,11.67,Completed
INV-10123,2025-06-15,Asia,Raw Materials,272207.85,279938.16,-7730.31,-2.84,Completed
INV-10758,2025-06-15,Asia,Software Licenses,9983.69,8899.59,1084.1,10.86,Completed
INV-11029,2025-06-15,Asia,Software Licenses,15529.1,14009.75,1519.35,9.78,Pending
INV-11137,2025-06-15,Asia,Software Licenses,5015.97,4883.91,132.06,2.63,Completed
INV-11247,2025-06-15,Americas,Marketing,55482.48,49684.34,5798.14,10.45,Completed
INV-10382,2025-06-16,EMENA,IT Hardware,20926.14,20254.45,671.69,3.21,Pending
INV-10887,2025-06-16,EMENA,Raw Materials,96319.49,84156.08,12163.41,12.63,Completed
INV-10376,2025-06-17,Asia,Office Supplies,3262.39,2944.54,317.85,9.74,Completed
INV-10656,2025-06-18,Americas,Raw Materials,81414.0,77737.77,3676.23,4.52,Completed
INV-10852,2025-06-18,EMENA,Professional Services,52373.52,50495.25,1878.27,3.59,Completed
INV-10142,2025-06-19,EMENA,Logistics,38663.33,37255.52,1407.81,3.64,Pending
INV-10250,2025-06-19,EMENA,Professional Services,42127.68,37008.77,5118.91,12.15,Completed
INV-10536,2025-06-19,Asia,Marketing,57024.59,55596.6,1427.99,2.5,Completed
INV-10598,2025-06-19,Americas,Office Supplies,1244.32,1097.88,146.44,11.77,In Progress
INV-10861,2025-06-19,Americas,Logistics,29527.07,30744.13,-1217.06,-4.12,Pending
INV-10912,2025-06-19,EMENA,Logistics,19253.32,16600.46,2652.86,13.78,Completed
INV-11267,2025-06-19,Asia,Logistics,28401.7,24208.19,4193.51,14.76,Pending
INV-10173,2025-06-20,EMENA,Marketing,52961.97,45216.7,7745.27,14.62,Completed
INV-10350,2025-06-20,Asia,Marketing,55358.79,52689.82,2668.97,4.82,Completed
INV-11160,2025-06-20,EMENA,Software Licenses,6601.8,5757.9,843.9,12.78,Completed
INV-11431,2025-06-20,Asia,Raw Materials,233051.57,218412.09,14639.48,6.28,Completed
INV-11252,2025-06-21,Americas,Logistics,32706.24,29532.79,3173.45,9.7,Pending
INV-10433,2025-06-22,Americas,Office Supplies,1453.33,1373.53,79.8,5.49,Completed
INV-10537,2025-06-22,EMENA,Marketing,40641.36,38409.5,2231.86,5.49,Pending
INV-10797,2025-06-22,EMENA,Software Licenses,9206.78,8081.45,1125.33,12.22,Completed
INV-10193,2025-06-23,Americas,IT Hardware,13118.72,11657.94,1460.78,11.14,Completed
INV-10289,2025-06-23,EMENA,Software Licenses,19526.57,18136.13,1390.44,7.12,Completed
INV-10195,2025-06-24,EMENA,IT Hardware,38575.03,36724.69,1850.34,4.8,Completed
INV-10402,2025-06-25,EMENA,IT Hardware,42409.3,37535.64,4873.66,11.49,Completed
INV-10681,2025-06-25,EMENA,Raw Materials,346841.94,327978.01,18863.93,5.44,In Progress
INV-10911,2025-06-25,Asia,Raw Materials,409144.21,384339.86,24804.35,6.06,Completed
INV-10998,2025-06-25,EMENA,Office Supplies,4763.52,4269.03,494.49,10.38,Completed
INV-10616,2025-06-26,Asia,Software Licenses,4816.89,4329.7,487.19,10.11,In Progress
INV-10897,2025-06-26,Asia,Professional Services,92665.15,79528.2,13136.95,14.18,In Progress
INV-11004,2025-06-26,Americas,Software Licenses,4897.95,4349.73,548.22,11.19,Completed
INV-11187,2025-06-26,Asia,Marketing,46520.78,43749.91,2770.87,5.96,Completed
INV-11435,2025-06-26,EMENA,IT Hardware,12683.63,10869.28,1814.35,14.3,Pending
INV-10458,2025-06-27,EMENA,IT Hardware,5569.92,5710.17,-140.25,-2.52,Completed
INV-10886,2025-06-28,EMENA,Professional Services,53078.69,46181.13,6897.56,12.99,Completed
INV-10089,2025-06-29,EMENA,Logistics,2736.56,2489.93,246.63,9.01,Completed
INV-10510,2025-06-29,Americas,Logistics,2433.03,2318.05,114.98,4.73,Completed
INV-10802,2025-06-29,Americas,Software Licenses,7094.03,7340.61,-246.58,-3.48,Completed
INV-11229,2025-06-29,Americas,Professional Services,63808.1,55568.34,8239.76,12.91,Pending
INV-10255,2025-06-30,Asia,Logistics,15358.79,14967.05,391.74,2.55,Completed
INV-11423,2025-06-30,EMENA,Raw Materials,270699.27,254272.78,16426.49,6.07,Completed
INV-11448,2025-06-30,Asia,Software Licenses,4321.47,4028.83,292.64,6.77,In Progress
INV-10488,2025-07-01,Asia,Logistics,20852.8,19398.22,1454.58,6.98,Completed
INV-10730,2025-07-01,Asia,Marketing,53684.82,51393.01,2291.81,4.27,Completed
INV-10855,2025-07-01,Asia,Office Supplies,1924.2,1754.29,169.91,8.83,In Progress
INV-10865,2025-07-01,EMENA,Raw Materials,358471.99,314043.12,44428.87,12.39,Completed
INV-11439,2025-07-01,Asia,Raw Materials,238209.69,219269.1,18940.59,7.95,Completed
INV-11055,2025-07-02,Asia,Professional Services,78067.26,68376.93,9690.33,12.41,Completed
INV-10415,2025-07-03,EMENA,Software Licenses,6977.02,6428.42,548.6,7.86,In Progress
INV-10497,2025-07-03,EMENA,Software Licenses,5494.47,5157.44,337.03,6.13,In Progress
INV-10581,2025-07-03,Asia,Software Licenses,15781.22,13759.73,2021.49,12.81,Completed
INV-10587,2025-07-03,EMENA,IT Hardware,43339.94,38735.67,4604.27,10.62,Pending
INV-10631,2025-07-03,Asia,Office Supplies,3478.51,3187.11,291.4,8.38,Completed
INV-10667,2025-07-03,Asia,Marketing,70414.64,67668.06,2746.58,3.9,Completed
INV-10899,2025-07-03,Americas,Raw Materials,485554.78,475790.45,9764.33,2.01,Completed
INV-10942,2025-07-03,Americas,Marketing,66348.25,60863.33,5484.92,8.27,Completed
INV-10353,2025-07-04,Americas,Logistics,19717.52,17660.32,2057.2,10.43,Completed
INV-10380,2025-07-04,Americas,Professional Services,19589.58,19184.56,405.02,2.07,Completed
INV-10396,2025-07-04,Asia,Office Supplies,3612.69,3285.11,327.58,9.07,Completed
INV-10437,2025-07-04,Americas,Software Licenses,17614.04,15254.51,2359.53,13.4,Completed
INV-10701,2025-07-04,Asia,Raw Materials,364302.38,327881.36,36421.02,10.0,Completed
